"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 28 15:56:11 GMT 2025","Mon Jul 28 15:56:21 GMT 2025","10350","tests","feature_porile_test","TestsProfileFeature","","","Change profile name",""
